City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,shimoda,34.6667,138.95,71.96,82,100,8.3,JP,1718007946
83,fale old settlement,-9.3852,-171.2468,83.32,78,54,18.7,TK,1718007946
84,margaret river,-33.95,115.0667,60.8,61,100,24.2,AU,1718007946
85,lihue,21.9789,-159.3672,76.24,73,0,14.97,US,1718007946
86,yuncheng,35.0231,110.9928,98.82,16,100,5.95,CN,1718007946
87,st. john's,47.5649,-52.7093,53.98,95,75,14.97,CA,1718007801
88,ubari,26.5921,12.7805,94.95,6,0,1.99,LY,1718007947
89,papatowai,-46.5619,169.4708,41.11,85,99,7.25,NZ,1718007947
90,papao,-17.75,-149.55,74.88,86,94,12.71,PF,1718007947
91,bredasdorp,-34.5322,20.0403,56.95,63,0,4.18,ZA,1718007947
92,pelabuhanratu,-6.9875,106.5514,82.53,83,36,2.1,ID,1718007947
93,gadzhiyevo,69.2551,33.3362,51.06,73,87,10.49,RU,1718007947
94,xinzo de limia,42.0635,-7.7246,57.49,87,51,2.55,ES,1718007911
95,pointe-noire,-4.7761,11.8635,78.87,78,20,5.75,CG,1718007948
96,whitby,54.4877,-0.615,51.01,83,73,13.0,GB,1718007948
97,nizhniy kuranakh,58.8353,125.4869,71.67,42,69,6.29,RU,1718007948
98,nogliki,51.8333,143.1667,58.33,84,100,1.99,RU,1718007948
99,callao,-12.0667,-77.15,64.42,82,100,5.75,PE,1718007948
100,kodiak,57.79,-152.4072,44.11,100,100,18.41,US,1718007948
101,stanley,54.868,-1.6985,51.78,83,40,11.5,GB,1718007948
102,masterton,-40.9597,175.6575,52.88,95,100,2.73,NZ,1718007948
103,saint-francois,46.4154,3.9054,64.42,73,20,5.75,FR,1718007949
104,eyl,7.9803,49.8164,92.23,42,27,28.32,SO,1718007949
105,atafu village,-8.5421,-172.5159,83.05,79,46,16.67,TK,1718007949
106,kenai,60.5544,-151.2583,53.69,74,100,9.22,US,1718007793
107,mitu,1.1983,-70.1733,71.2,98,100,0.49,CO,1718007949
108,fort abbas,29.1925,72.8536,108.79,14,12,8.25,PK,1718007949
109,kailua-kona,19.6406,-155.9956,80.56,88,100,4.61,US,1718007949
110,menzelinsk,55.7271,53.1026,75.22,43,4,10.0,RU,1718007949
111,oranjemund,-28.55,16.4333,69.39,35,61,22.19,NA,1718007950
112,edinburgh of the seven seas,-37.0676,-12.3116,52.83,66,98,24.56,SH,1718007950
113,gaomi,36.3833,119.7528,98.65,23,27,16.78,CN,1718007950
114,prado,-17.3411,-39.2208,76.48,61,100,4.81,BR,1718007840
115,polyarnyy,69.1989,33.4478,52.59,70,90,7.25,RU,1718007950
116,ribeira grande,38.5167,-28.7,67.77,68,20,10.0,PT,1718007950
117,puerto baquerizo moreno,-0.9,-89.6,71.19,92,68,8.39,EC,1718007950
118,ikom,5.9667,8.7063,80.26,85,73,1.57,NG,1718007950
119,ola,59.5833,151.2833,54.14,82,3,6.44,RU,1718007950
120,anadyr,64.75,177.4833,50.5,62,0,4.47,RU,1718007951
121,strezhevoy,60.7333,77.5889,73.96,24,7,7.0,RU,1718007951
122,harstad,68.799,16.5293,61.99,62,71,10.0,NO,1718007951
123,kilju,40.9642,129.3278,74.77,50,37,7.45,KP,1718007951
124,bengkulu,-3.8004,102.2655,84.99,69,30,6.93,ID,1718007951
125,khandyga,62.6667,135.6,59.7,68,100,5.3,RU,1718007951
126,utrik,11.2278,169.8474,83.21,81,62,17.98,MH,1718007951
127,vilyuysk,63.7553,121.6247,75.0,25,11,7.0,RU,1718007951
128,okahandja,-21.9833,16.9167,61.27,51,99,21.81,NA,1718007951
129,kapa'a,22.0752,-159.319,76.98,80,0,14.97,US,1718007952
130,vorkuta,67.5,64.0,36.1,96,100,4.0,RU,1718007952
131,port elizabeth,-33.918,25.5701,69.31,68,0,3.44,ZA,1718007952
132,monkey bay,-14.0728,34.9201,70.61,62,35,19.46,MW,1718007952
133,flying fish cove,-10.4217,105.6791,82.08,83,75,9.22,CX,1718007703
134,saint-die-des-vosges,48.2833,6.95,62.58,58,5,7.25,FR,1718007952
135,udachny,66.4167,112.4,70.45,32,41,10.71,RU,1718007952
136,puerto aysen,-45.4,-72.7,43.39,99,100,1.63,CL,1718007916
137,howick,-29.4779,30.2306,60.85,34,15,2.01,ZA,1718007953
138,jorpeland,59.0225,6.0408,53.15,94,98,10.22,NO,1718007953
139,dudinka,69.4058,86.1778,44.67,69,53,5.99,RU,1718007953
140,raton,36.9034,-104.4391,55.74,94,100,11.5,US,1718007953
141,boa vista,2.8197,-60.6733,76.98,94,40,0.0,BR,1718007953
142,lebu,-37.6167,-73.65,56.01,85,100,22.91,CL,1718007953
143,nadi,-17.8,177.4167,75.2,73,40,5.75,FJ,1718007954
144,qiancheng,27.185,109.7654,75.54,88,99,2.93,CN,1718007954
145,manaure,11.7751,-72.4445,82.2,81,100,15.77,CO,1718007954
146,tamandare,-8.7597,-35.1047,76.8,81,12,8.97,BR,1718007954
147,aleksandrovsk-sakhalinskiy,50.8975,142.1561,62.56,92,93,4.56,RU,1718007954
148,dan sadau,11.2962,6.4952,80.04,70,9,12.19,NG,1718007954
149,fuglafjordur,62.244,-6.814,39.67,83,100,24.9,FO,1718007954
150,port alfred,-33.5906,26.891,64.18,78,6,7.09,ZA,1718007954
151,quellon,-43.1167,-73.6167,49.75,94,100,17.16,CL,1718007874
152,wailua homesteads,22.0669,-159.378,75.63,80,0,14.97,US,1718007955
153,powell,40.1578,-83.0752,58.6,76,0,5.75,US,1718007751
154,tual,-5.6667,132.75,80.35,84,31,20.89,ID,1718007955
155,hermanus,-34.4187,19.2345,57.79,60,0,8.12,ZA,1718007685
156,benguela,-12.5763,13.4055,77.95,71,0,1.72,AO,1718007685
157,ad dabbah,18.05,30.95,105.06,8,12,11.99,SD,1718007955
158,stribro,49.7529,13.0041,64.87,70,100,3.69,CZ,1718007955
159,howrah,22.5892,88.3103,98.6,67,20,10.36,IN,1718007754
160,batticaloa,7.7102,81.6924,90.54,57,89,2.55,LK,1718007955
161,palmer,42.1584,-72.3287,57.22,75,0,10.36,US,1718007956
162,taber,49.8167,-112.1518,59.0,63,100,9.22,CA,1718007956
163,ortona,42.3496,14.4039,85.71,66,23,6.98,IT,1718007956
164,at taj,24.2049,23.2857,93.24,15,0,10.11,LY,1718007956
165,longmen,24.9597,118.0889,81.21,72,100,5.99,CN,1718007956
166,pimentel,-6.8367,-79.9342,64.69,82,0,13.8,PE,1718007956
167,aztec,36.8222,-107.9929,74.61,68,100,13.91,US,1718007957
168,timbuktu,16.7735,-3.0074,95.4,33,66,17.9,ML,1718007957
169,cabo san lucas,22.8909,-109.9124,70.9,81,0,12.53,MX,1718007727
170,yigo village,13.5361,144.8886,85.32,77,75,13.8,GU,1718007957
171,kabalo,-6.05,26.9167,82.2,34,6,12.1,CD,1718007957
172,pikalevo,59.5183,34.1664,61.72,40,21,7.09,RU,1718007957
173,ghadamis,30.1337,9.5007,101.88,6,39,16.13,LY,1718007957
174,veraval,20.9,70.3667,89.17,64,86,18.03,IN,1718007957
175,bilibino,68.0546,166.4372,55.67,42,100,0.94,RU,1718007958
176,chinde,26.8418,88.0763,81.1,62,24,5.37,NP,1718007958
177,hithadhoo,-0.6,73.0833,83.71,73,100,8.01,MV,1718007958
178,karratha,-20.7377,116.8463,77.11,37,0,9.19,AU,1718007958
179,arraial do cabo,-22.9661,-42.0278,70.86,82,97,18.92,BR,1718007958
180,tortoli,39.9256,9.6572,82.98,62,20,11.5,IT,1718007958
181,tchintabaraden,15.8969,5.7985,96.89,30,0,16.15,NE,1718007958
182,kununurra,-15.7667,128.7333,82.38,24,8,5.75,AU,1718007958
183,santa elena de uairen,4.6167,-61.1333,65.35,96,92,2.21,VE,1718007730
184,gisborne,-38.6533,178.0042,58.44,88,100,8.93,NZ,1718007959
185,san jose,37.3394,-121.895,58.78,83,0,1.99,US,1718007951
186,myitkyina,25.3833,97.4,98.2,43,56,3.78,MM,1718007959
187,luderitz,-26.6481,15.1594,73.18,34,7,10.11,NA,1718007959
188,oberwart,47.2897,16.206,68.9,85,98,3.62,AT,1718007959
189,hengchun,22.0042,120.7439,84.92,79,36,15.88,TW,1718007959
190,aras-asan,8.8908,126.3033,84.52,72,100,5.53,PH,1718007959
191,holualoa,19.6228,-155.9522,76.84,88,100,4.61,US,1718007959
192,guilin,25.2819,110.2864,84.31,94,100,3.22,CN,1718007757
193,tazovsky,67.4667,78.7,53.8,50,7,13.22,RU,1718007960
194,san jeronimo de juarez,17.1333,-100.4667,77.85,77,75,6.73,MX,1718007960
195,yabelo,4.8833,38.0833,66.99,61,76,8.75,ET,1718007960
196,puerto deseado,-47.7503,-65.8938,39.72,89,100,8.68,AR,1718007960
197,aasiaat,68.7098,-52.8699,32.49,81,95,11.77,GL,1718007960
198,afaahiti,-17.75,-149.2833,73.27,84,91,17.0,PF,1718007960
199,whitehorse,60.7161,-135.0538,56.17,41,20,13.8,CA,1718007960
200,sur,22.5667,59.5289,96.37,38,0,8.05,OM,1718007961
201,gamba,-2.65,10.0,76.82,77,10,6.38,GA,1718007961
202,monrovia,6.3005,-10.7969,78.57,86,99,1.32,LR,1718007961
203,lidkoping,58.5052,13.1577,58.17,82,61,10.16,SE,1718007744
204,mahriz,31.5917,54.4318,95.5,8,0,4.83,IR,1718007961
205,amboasary,-25.0333,46.3833,70.72,54,8,14.67,MG,1718007961
206,cabinuangan,7.6833,126.0333,85.78,78,100,1.16,PH,1718007961
207,muynoq,43.7683,59.0214,94.17,23,78,2.53,UZ,1718007961
208,wynyard,-41.0,145.7167,48.36,73,100,5.99,AU,1718007962
209,tralee,52.2704,-9.7026,52.05,82,75,4.61,IE,1718007894
210,tolanaro,-25.0319,46.9987,64.47,94,75,13.8,MG,1718007896
211,howard springs,-12.497,131.047,84.97,59,87,3.33,AU,1718007962
212,tremp,42.167,0.8949,64.67,76,100,2.77,ES,1718007962
213,pyt-yakh,60.7499,72.8582,73.65,27,100,7.25,RU,1718007962
214,freetown,8.484,-13.2299,81.48,80,100,3.27,SL,1718007962
215,tiksi,71.6872,128.8694,36.25,84,41,8.43,RU,1718007962
216,port moresby,-9.4431,147.1797,80.02,83,40,17.27,PG,1718007963
217,fort-shevchenko,44.5086,50.263,84.76,39,86,12.48,KZ,1718007963
218,fort bragg,35.139,-79.006,70.83,90,100,8.05,US,1718007963
219,kudymkar,59.0173,54.656,66.72,49,100,11.27,RU,1718007963
220,santiago de cao,-7.9589,-79.2392,62.73,88,100,5.75,PE,1718007963
221,bardai,11.65,7.2333,79.92,65,5,18.12,NG,1718007963
222,vilyuchinsk,52.9306,158.4028,62.87,73,100,6.76,RU,1718007963
223,gulf shores,30.246,-87.7008,82.0,79,0,5.75,US,1718007963
224,lewistown,40.5992,-77.5714,57.16,100,28,4.7,US,1718007963
225,bamboo flat,11.7,92.7167,82.49,83,100,10.36,IN,1718007964
226,olyokminsk,60.3736,120.4264,73.47,38,98,2.17,RU,1718007964
227,college,64.8569,-147.8028,69.78,51,75,0.0,US,1718007964
228,saint-philippe,-21.3585,55.7679,80.19,82,46,13.35,RE,1718007964
229,kabansk,52.0486,106.6528,62.82,86,100,9.8,RU,1718007964
230,susuman,62.7833,148.1667,50.99,36,95,1.99,RU,1718007964
231,san patricio,28.017,-97.5169,84.09,91,3,7.11,US,1718007964
232,awjilah,29.1081,21.2869,91.29,17,0,1.05,LY,1718007964
233,kristiansund,63.1115,7.732,53.65,87,75,8.05,NO,1718007964
234,mgandu,-5.95,34.1333,70.61,46,33,12.41,TZ,1718007965
235,takestan,36.0696,49.6959,86.13,15,99,8.88,IR,1718007965
236,iskateley,67.6803,53.1512,41.02,60,98,7.0,RU,1718007670
237,pisco,-13.7,-76.2167,62.65,88,100,2.3,PE,1718007842
238,springs,-26.25,28.4,55.35,70,0,3.38,ZA,1718007965
239,port douglas,-16.4833,145.4667,69.48,75,93,8.46,AU,1718007965
240,coahuayana de hidalgo,18.7,-103.6583,72.36,89,53,3.15,MX,1718007965
241,port saint john's,-31.6229,29.5448,67.23,43,5,4.27,ZA,1718007966
242,el porvenir,13.7617,-87.3458,74.53,95,100,2.06,HN,1718007966
243,portalegre,39.2938,-7.4312,61.18,80,100,2.93,PT,1718007966
244,saudarkrokur,65.7461,-19.6394,38.79,81,100,0.16,IS,1718007966
245,uturoa,-16.7333,-151.4333,77.31,82,97,18.21,PF,1718007966
246,new norfolk,-42.7826,147.0587,45.9,81,78,2.35,AU,1718007966
247,shadrinsk,56.0852,63.6335,68.5,65,77,13.31,RU,1718007966
248,west island,-12.1568,96.8225,84.18,79,40,12.66,CC,1718007967
249,sola,-13.8833,167.55,80.35,85,97,15.03,VU,1718007967
250,badger,64.8,-147.5333,69.71,54,20,0.0,US,1718007967
251,kalemie,-5.9475,29.1947,75.97,53,4,16.02,CD,1718007967
252,bubaque,11.2833,-15.8333,79.72,81,53,9.28,GW,1718007967
253,zaigrayevo,51.8336,108.2703,74.95,41,96,16.87,RU,1718007967
254,jindabyne,-36.4167,148.6333,42.57,75,44,3.0,AU,1718007968
255,pudozh,61.8099,36.5345,56.95,76,100,7.0,RU,1718007968
256,cochin,9.9399,76.2602,87.78,77,100,10.71,IN,1718007968
257,kudahuvadhoo,2.6708,72.8944,83.7,72,59,11.39,MV,1718007968
258,sawakin,19.1059,37.3321,103.89,30,0,5.82,SD,1718007968
259,yuanlin,30.4151,112.8859,86.97,55,81,7.72,CN,1718007968
260,tremonton,41.7119,-112.1655,65.71,56,0,8.05,US,1718007968
261,choibalsan,48.0667,114.5,85.78,23,62,3.91,MN,1718007969
262,bathsheba,13.2167,-59.5167,83.01,83,75,20.71,BB,1718007969
263,santiago de la pena,20.95,-97.4,79.99,95,45,2.17,MX,1718007969
264,ambovombe,-25.1667,46.0833,69.08,56,50,18.14,MG,1718007969
265,am timan,11.0297,20.2827,80.67,57,100,7.58,TD,1718007969
266,jamestown,42.097,-79.2353,54.99,100,100,4.61,US,1718007969
267,lata,40.1629,-8.3327,67.08,82,100,2.91,PT,1718007970
268,yuzhno-kurilsk,44.0306,145.8556,52.38,93,100,7.43,RU,1718007970
269,port lincoln,-34.7333,135.8667,66.54,41,100,21.36,AU,1718007970
270,punta arenas,-53.15,-70.9167,32.11,93,100,4.61,CL,1718007850
271,talnakh,69.4865,88.3972,44.2,87,98,0.34,RU,1718007970
272,belfast,54.5833,-5.9333,54.37,64,20,19.57,GB,1718007735
273,codrington,-38.2667,141.9667,57.33,62,100,14.83,AU,1718007971
274,kralendijk,12.15,-68.2667,84.18,79,75,17.27,BQ,1718007971
275,san antonio de pale,-1.4014,5.6325,75.9,81,53,12.57,GQ,1718007971
276,khangah dogran,31.8317,73.6231,110.52,8,0,7.43,PK,1718007971
277,qarqaraly,49.4058,75.4742,83.59,31,100,17.13,KZ,1718007971
278,tidjikja,18.5564,-11.4271,92.25,28,33,3.76,MR,1718007971
279,makubetsu,45.3714,141.8211,62.31,82,75,14.97,JP,1718007971
280,eirunepe,-6.6603,-69.8736,72.7,99,73,1.32,BR,1718007971
281,urangan,-25.3,152.9,65.19,70,0,5.99,AU,1718007971
282,shalqar,47.8333,59.6,83.57,29,100,12.28,KZ,1718007848
283,namtsy,62.7161,129.6658,72.18,24,14,6.2,RU,1718007972
284,menaka,15.9182,2.4022,96.15,34,4,20.89,ML,1718007972
285,oban,56.4127,-5.4706,52.38,71,40,14.97,GB,1718007972
286,saint albans,51.75,-0.3333,52.3,89,75,17.27,GB,1718007972
287,lethem,3.3803,-59.7968,74.52,91,98,3.69,GY,1718007973
288,labrador city,52.9463,-66.9114,57.18,77,75,6.91,CA,1718007973
289,vernon,50.2581,-119.2691,66.81,87,85,2.89,CA,1718007973
290,mawlamyinegyunn,16.3833,95.2667,79.41,90,100,14.79,MM,1718007973
291,enewetak,11.3474,162.3373,82.83,83,97,16.49,MH,1718007973
292,berdigestyakh,62.0989,126.6992,76.35,20,19,7.52,RU,1718007973
293,ketchikan,55.3422,-131.6461,50.47,40,100,5.75,US,1718007973
294,valparaiso,-33.0393,-71.6273,59.0,77,40,6.91,CL,1718007839
295,terrace,54.5163,-128.6035,57.11,71,75,18.41,CA,1718007974
296,kodinsk,58.6881,99.1844,68.43,48,100,4.29,RU,1718007974
297,beledweyne,4.7358,45.2036,90.01,37,64,21.41,SO,1718007974
298,bintulu,3.1667,113.0333,88.21,79,40,5.75,MY,1718007974
299,grand falls-windsor,48.9332,-55.6649,50.5,95,82,4.97,CA,1718007974
300,hadibu,12.65,54.0333,86.97,66,38,22.37,YE,1718007975
301,fort st. john,56.2499,-120.8529,44.49,93,75,5.75,CA,1718007975
302,gizo,-8.103,156.8419,83.5,79,96,6.87,SB,1718007975
303,ancud,-41.8697,-73.8203,50.54,93,100,14.2,CL,1718007975
304,homer,59.6425,-151.5483,53.49,61,100,6.91,US,1718007975
305,yeed,4.55,43.0333,84.54,43,3,23.73,SO,1718007975
306,alice springs,-23.7,133.8833,69.35,32,0,6.91,AU,1718007974
307,constantia,44.1833,28.65,86.7,59,86,16.06,RO,1718007975
308,trinity beach,-16.7888,145.6968,71.49,68,96,12.66,AU,1718007976
309,haiku-pauwela,20.9219,-156.3051,76.05,81,75,17.27,US,1718007976
310,amahai,-3.3333,128.9167,78.82,89,99,7.36,ID,1718007882
311,antofagasta,-23.65,-70.4,58.28,87,24,4.65,CL,1718007976
312,vila velha,-20.3297,-40.2925,62.55,94,0,2.3,BR,1718007965
313,markaz-e hukumat-e darweshan,31.1323,64.1934,102.4,5,0,6.24,AF,1718007976
314,al 'amarah,31.8406,47.1396,112.42,12,10,16.51,IQ,1718007977
315,katsuura,35.1333,140.3,73.42,81,100,9.8,JP,1718007977
316,jayapura,-2.5333,140.7,85.39,84,31,5.28,ID,1718007977
317,hobyo,5.3505,48.5268,87.84,49,35,24.7,SO,1718007977
318,porto novo,6.4965,2.6036,83.77,74,72,7.81,BJ,1718007977
319,aioun,16.6614,-9.6149,96.31,27,84,12.53,MR,1718007977
320,crane,31.3974,-102.3501,73.08,73,54,18.92,US,1718007977
321,port shepstone,-30.7414,30.455,65.26,44,5,6.2,ZA,1718007977
322,pacific grove,36.6177,-121.9166,57.22,89,100,10.36,US,1718007978
323,totness,5.8833,-56.3167,77.86,86,92,4.97,SR,1718007978
324,ternate,0.8,127.4,83.16,75,100,2.93,ID,1718007784
325,westport,41.1415,-73.3579,62.74,80,0,5.75,US,1718007978
326,al burayqah,30.4062,19.5739,81.95,41,0,2.33,LY,1718007978
327,mahina,-17.5065,-149.489,74.97,88,75,3.44,PF,1718007978
328,syktyvkar,61.6764,50.8099,65.93,48,40,11.18,RU,1718007978
329,corfu,39.62,19.9197,85.82,61,0,8.05,GR,1718007978
330,aral,40.5156,81.2636,92.44,14,99,13.13,CN,1718007979
331,greymouth,-42.4667,171.2,51.28,85,100,6.76,NZ,1718007979
332,conneaut,41.9476,-80.5542,57.65,82,7,7.83,US,1718007979
333,saldanha,-33.0117,17.9442,69.85,46,0,12.88,ZA,1718007979
334,lubbock,33.6001,-101.8338,66.45,94,100,13.8,US,1718007979
335,labytnangi,66.6572,66.4183,68.38,49,100,3.62,RU,1718007796
336,barentu,15.1139,37.5928,84.76,45,10,8.84,ER,1718007979
337,saint-pierre,-21.3393,55.4781,80.28,65,20,19.57,RE,1718007979
338,ugoofaaru,5.6667,73.0,84.15,77,96,17.69,MV,1718007980
339,klaksvik,62.2266,-6.589,40.12,80,100,27.67,FO,1718007980
340,wanning,18.8003,110.3967,86.86,73,42,11.23,CN,1718007980
341,usinsk,65.9939,57.5281,45.07,92,100,13.0,RU,1718007850
342,visakhapatnam,17.69,83.2093,94.89,55,40,16.11,IN,1718007754
343,knoxville,35.9606,-83.9207,62.8,96,100,1.99,US,1718007980
344,suva,-18.1416,178.4415,72.88,88,20,4.61,FJ,1718007980
345,lamarque,-39.423,-65.7021,49.71,58,56,8.43,AR,1718007980
346,la chevroliere,47.0912,-1.6097,58.95,77,100,4.61,FR,1718007981
347,salahonda,2.1019,-78.7217,79.14,86,100,18.07,CO,1718007981
348,ofunato,39.0717,141.7167,65.01,79,34,7.31,JP,1718007981
349,tobelo,1.7284,128.0095,84.97,72,39,3.53,ID,1718007981
350,falun,60.6036,15.626,50.41,82,100,3.15,SE,1718007975
351,rosa zarate,0.3333,-79.4667,72.55,96,100,2.55,EC,1718007981
352,metlili chaamba,32.2667,3.6333,86.94,22,36,12.66,DZ,1718007981
353,luanda,-8.8368,13.2343,77.0,78,75,4.61,AO,1718007961
354,crucecita,-28.95,-58.9833,64.29,82,45,6.76,AR,1718007981
355,pointe aux piments,-20.0628,57.5131,79.52,72,69,18.68,MU,1718007982
356,manadhoo,5.7667,73.3833,83.95,78,51,17.31,MV,1718007982
357,iwanai,42.9744,140.5089,64.11,91,86,3.38,JP,1718007982
358,hoemul-li,41.4339,129.67,73.42,57,20,5.48,KP,1718007982
359,oppdal,62.5943,9.6912,43.57,99,100,6.17,NO,1718007982
360,oneonta,42.4529,-75.0638,53.29,98,95,6.82,US,1718007982
361,nicoya,10.1483,-85.452,74.71,97,100,1.21,CR,1718007982
362,nagqu,31.5,92.0,48.9,58,100,8.39,CN,1718007983
363,east ballina,-28.8667,153.5833,55.8,62,0,12.55,AU,1718007983
364,egilsstadir,65.2653,-14.3948,42.71,70,75,3.44,IS,1718007983
365,seven pagodas,12.6264,80.1722,99.12,52,100,9.57,IN,1718007916
